Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Super PickUps,PS2,2007.0,Racing,0.01,0.01,0.0,0.0,,tbd,E
F1 2002,GBA,2002.0,Racing,0.01,0.01,0.0,0.0,,tbd,E
Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,0.01,0.01,0.0,0.0,,tbd,E
Iridium Runners,PS2,2008.0,Racing,0.01,0.01,0.0,0.0,57.0,tbd,E
Colin McRae Rally 2005,PC,2004.0,Racing,0.0,0.01,0.0,0.0,83.0,7.1,E
Choro Q,PS2,2003.0,Racing,0.01,0.01,0.0,0.0,,,
Assetto Corsa,XOne,2016.0,Racing,0.0,0.01,0.0,0.0,63.0,6.7,E
SBK Superbike World Championship,PS2,2008.0,Racing,0.01,0.01,0.0,0.0,,tbd,E10+
Ferrari: The Race Experience,Wii,,Racing,0.0,0.01,0.0,0.0,54.0,,E
Valentino Rossi: The Game,PC,2016.0,Racing,0.0,0.01,0.0,0.0,72.0,6.2,E
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,0.01,0.01,0.0,0.0,,6.8,E
WRC: FIA World Rally Championship,PC,,Racing,0.0,0.01,0.0,0.0,65.0,,RP
SBK09 Superbike World Championship,PS3,2009.0,Racing,0.0,0.01,0.0,0.0,,,
Truck Racer,Wii,2009.0,Racing,0.0,0.01,0.0,0.0,,,
Turbo Trainz,Wii,2012.0,Racing,0.0,0.01,0.0,0.0,,,
MXGP 2,PC,2016.0,Racing,0.0,0.01,0.0,0.0,,,
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,0.0,0.01,0.0,0.0,,,
FlatOut: Ultimate Carnage,PC,2008.0,Racing,0.0,0.01,0.0,0.0,79.0,7.7,T
Juiced 2: Hot Import Nights,PC,2007.0,Racing,0.0,0.01,0.0,0.0,61.0,5,T
Ride,X360,2015.0,Racing,0.0,0.01,0.0,0.0,,,
Ride 2,XOne,2016.0,Racing,0.0,0.01,0.0,0.0,,8.2,E
Ride 2,PC,2016.0,Racing,0.0,0.01,0.0,0.0,78.0,7.9,E
Colin McRae Rally 04,PC,2004.0,Racing,0.0,0.01,0.0,0.0,87.0,7.2,
Grand Prix Legends,PC,1997.0,Racing,0.0,0.01,0.0,0.0,,7.5,E
MotoGP 14,PSV,2014.0,Racing,0.0,0.01,0.0,0.0,,7.5,E
Sega Rally Revo,PC,2007.0,Racing,0.0,0.01,0.0,0.0,74.0,7.6,E
Superstars V8 Racing,X360,2009.0,Racing,0.0,0.01,0.0,0.0,62.0,,E
Sébastien Loeb Rally Evo,XOne,2016.0,Racing,0.0,0.01,0.0,0.0,63.0,8.2,E
Driving Simulator 2011,PC,2011.0,Racing,0.0,0.01,0.0,0.0,,,
NASCAR 06: Total Team Control,PS2,2005.0,Racing,0.53,0.02,0.0,0.09,78.0,7.7,E
Jak X: Combat Racing,PS2,2005.0,Racing,0.45,0.02,0.0,0.07,76.0,7.7,T
Monster Jam: Path of Destruction,Wii,2010.0,Racing,0.48,0.02,0.0,0.03,,tbd,E
Sonic Riders,PS2,2006.0,Racing,0.42,0.02,0.0,0.07,55.0,7.2,E
Speed Racer: The Videogame,Wii,2008.0,Racing,0.35,0.02,0.0,0.03,,,
Bump 'n' Jump,2600,1982.0,Racing,0.37,0.02,0.0,0.0,,,
MX vs. ATV Untamed,Wii,2008.0,Racing,0.28,0.02,0.0,0.02,70.0,8.3,E
Dragster,2600,,Racing,0.3,0.02,0.0,0.0,,,
Monster Jam: Path of Destruction,PS3,2010.0,Racing,0.21,0.02,0.0,0.02,,6.3,E
TRON: Evolution - Battle Grids,Wii,2010.0,Racing,0.17,0.02,0.0,0.01,,,
Ridge Racer 6,X360,2005.0,Racing,0.1,0.02,0.07,0.01,74.0,7.1,E
Burnout Legends,DS,2005.0,Racing,0.15,0.02,0.0,0.01,38.0,6,E
Full Auto 2: Battlelines,PS3,2006.0,Racing,0.14,0.02,0.0,0.02,67.0,7.6,T
Hot Wheels: Battle Force 5,DS,2009.0,Racing,0.12,0.02,0.0,0.01,,tbd,E10+
Adrenalin Misfits,X360,2010.0,Racing,0.12,0.02,0.0,0.01,50.0,tbd,E
Need for Speed Underground 2,DS,2005.0,Racing,0.11,0.02,0.0,0.01,65.0,7,E
NASCAR 2005: Chase for the Cup,GC,2004.0,Racing,0.1,0.02,0.0,0.0,,,
Jeremy McGrath Supercross World,GC,2002.0,Racing,0.09,0.02,0.0,0.0,36.0,5.6,E
nail'd,PS3,2010.0,Racing,0.08,0.02,0.0,0.02,66.0,6.2,E10+
Arctic Thunder,XB,2001.0,Racing,0.09,0.02,0.0,0.0,57.0,tbd,T
SplashDown,XB,2002.0,Racing,0.09,0.02,0.0,0.0,78.0,tbd,E
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,0.08,0.02,0.0,0.01,,8.3,E
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,0.09,0.02,0.0,0.0,52.0,6.8,E
Split/Second,PSP,2010.0,Racing,0.08,0.02,0.0,0.02,63.0,6.7,E10+
Hot Wheels Velocity X,GC,2002.0,Racing,0.09,0.02,0.0,0.0,55.0,6.4,E
Top Gear Rally 2,N64,1999.0,Racing,0.09,0.02,0.0,0.0,,,
Vigilante 8: 2nd Offense,N64,2000.0,Racing,0.09,0.02,0.0,0.0,,,
Starsky & Hutch,GC,2003.0,Racing,0.08,0.02,0.0,0.0,,,
FlatOut: Ultimate Carnage,X360,2007.0,Racing,0.07,0.02,0.0,0.01,80.0,8.8,T
Colin McRae Rally 04,XB,2004.0,Racing,0.08,0.02,0.0,0.0,84.0,8.1,E
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.08,0.02,0.0,0.0,63.0,6.2,E
Indy Racing 2000,N64,2000.0,Racing,0.08,0.02,0.0,0.0,,,
GT64 Championship Edition,N64,1998.0,Racing,0.08,0.02,0.0,0.0,,,
nail'd,X360,2010.0,Racing,0.08,0.02,0.0,0.01,64.0,7.1,E10+
MTX Mototrax,XB,2004.0,Racing,0.07,0.02,0.0,0.0,79.0,tbd,E
Ridge Racer 2,PSP,2006.0,Racing,0.0,0.02,0.07,0.01,,,
Ben 10 Galactic Racing,X360,2011.0,Racing,0.07,0.02,0.0,0.01,,tbd,E
MotoGP 2,XB,2003.0,Racing,0.07,0.02,0.0,0.0,87.0,8.5,E
MX SuperFly featuring Ricky Carmichael,XB,2002.0,Racing,0.07,0.02,0.0,0.0,,,
Crash 'N' Burn,XB,2004.0,Racing,0.07,0.02,0.0,0.0,65.0,6.4,T
MotoGP,XB,2002.0,Racing,0.07,0.02,0.0,0.0,84.0,8.4,E
Ford Mustang: The Legend Lives,XB,2005.0,Racing,0.07,0.02,0.0,0.0,55.0,tbd,E
Freekstyle,GC,2002.0,Racing,0.07,0.02,0.0,0.0,78.0,tbd,E
MX SuperFly featuring Ricky Carmichael,GC,2002.0,Racing,0.07,0.02,0.0,0.0,,,
NASCAR: Dirt to Daytona,GC,2002.0,Racing,0.07,0.02,0.0,0.0,85.0,7.3,E
V-Rally Edition 99,N64,1998.0,Racing,0.07,0.02,0.0,0.0,,,
Ben 10 Galactic Racing,PS3,2011.0,Racing,0.06,0.02,0.0,0.01,,tbd,E
Test Drive: Eve of Destruction,XB,2004.0,Racing,0.07,0.02,0.0,0.0,72.0,8.7,T
Ford Racing 3,XB,2004.0,Racing,0.07,0.02,0.0,0.0,58.0,tbd,E
R: Racing Evolution,XB,2003.0,Racing,0.06,0.02,0.0,0.0,67.0,tbd,T
Top Gear Rally,GBA,2003.0,Racing,0.06,0.02,0.0,0.0,78.0,7.6,E
SRS: Street Racing Syndicate,GC,2004.0,Racing,0.07,0.02,0.0,0.0,,,
Sega GT Online,XB,2003.0,Racing,0.06,0.02,0.0,0.0,72.0,9.2,T
Pac-Man World Rally,GC,2006.0,Racing,0.06,0.02,0.0,0.0,57.0,7.8,E
The Italian Job,XB,2003.0,Racing,0.06,0.02,0.0,0.0,54.0,5.8,T
Big Mutha Truckers,GC,2003.0,Racing,0.06,0.02,0.0,0.0,63.0,8.2,T
Iggy's Reckin' Balls,N64,1998.0,Racing,0.06,0.02,0.0,0.0,,,
Ford vs. Chevy,XB,2005.0,Racing,0.06,0.02,0.0,0.0,,tbd,E
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,0.06,0.02,0.0,0.0,49.0,7,E
WWE Crush Hour,GC,2003.0,Racing,0.06,0.02,0.0,0.0,55.0,7,T
GT Advance 3: Pro Concept Racing,GBA,2002.0,Racing,0.05,0.02,0.0,0.0,74.0,tbd,E
R: Racing Evolution,GC,2003.0,Racing,0.06,0.02,0.0,0.0,67.0,tbd,T
Driven,GC,2002.0,Racing,0.06,0.02,0.0,0.0,55.0,tbd,T
Big Mutha Truckers 2,XB,2005.0,Racing,0.05,0.02,0.0,0.0,50.0,3.4,M
Maximum Chase,XB,2002.0,Racing,0.05,0.02,0.0,0.0,56.0,tbd,T
Circus Maximus: Chariot Wars,XB,2002.0,Racing,0.05,0.02,0.0,0.0,67.0,5,T
Totaled!,XB,2002.0,Racing,0.05,0.02,0.0,0.0,,,
Speed Racer,PS,1996.0,Racing,0.04,0.02,0.0,0.0,,,
Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,0.05,0.02,0.0,0.0,66.0,tbd,E
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,0.03,0.02,0.0,0.01,68.0,8.6,T
Ray Tracers,PS,1997.0,Racing,0.04,0.02,0.0,0.0,,,
The King of Route 66,PS2,2003.0,Racing,0.03,0.02,0.0,0.01,57.0,tbd,T
Biker Mice From Mars,PS2,2006.0,Racing,0.03,0.02,0.0,0.01,27.0,tbd,E10+
MX vs. ATV Supercross,X360,2014.0,Racing,0.03,0.02,0.0,0.01,48.0,4.8,E
Speed,Wii,2010.0,Racing,0.04,0.02,0.0,0.01,,tbd,E
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,0.04,0.02,0.0,0.0,,tbd,E
Killer Loop,PS,1999.0,Racing,0.03,0.02,0.0,0.0,,,
Ford Racing 3,GBA,2005.0,Racing,0.04,0.02,0.0,0.0,,tbd,E
MXGP 2,XOne,2016.0,Racing,0.03,0.02,0.0,0.01,,,
The Fast and the Furious,PS2,2006.0,Racing,0.03,0.02,0.0,0.01,59.0,6.6,T
Racing Gears Advance,GBA,2004.0,Racing,0.04,0.02,0.0,0.0,83.0,8.9,E
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,0.03,0.02,0.0,0.01,,,
Starwinder: The Ultimate Space Race,PS,1996.0,Racing,0.03,0.02,0.0,0.0,,,
V-Rally 3,PS2,2002.0,Racing,0.03,0.02,0.0,0.01,82.0,7.4,E
Impact Racing,PS,1996.0,Racing,0.03,0.02,0.0,0.0,,,
MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,0.03,0.02,0.0,0.01,,,
MotoGP 15,PS3,2015.0,Racing,0.0,0.02,0.03,0.0,,tbd,E10+
Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,0.03,0.02,0.0,0.0,,,
Powerdrome,PS2,2004.0,Racing,0.03,0.02,0.0,0.01,54.0,tbd,T
Ferrari F355 Challenge,PS2,2002.0,Racing,0.03,0.02,0.0,0.01,70.0,4.4,E
Batman: Gotham City Racer,PS,2001.0,Racing,0.03,0.02,0.0,0.0,,,
Downforce,PS2,2002.0,Racing,0.03,0.02,0.0,0.01,69.0,tbd,E
Arthur! Ready to Race,PS,2000.0,Racing,0.03,0.02,0.0,0.0,,,
TrackMania Turbo: Build to Race,DS,2010.0,Racing,0.02,0.02,0.0,0.0,,,
Hummer Badlands,PS2,2006.0,Racing,0.02,0.02,0.0,0.01,48.0,tbd,E
Stunt GP,PS2,2001.0,Racing,0.02,0.02,0.0,0.01,49.0,8.1,E
Test Drive Le Mans,PS,1999.0,Racing,0.03,0.02,0.0,0.0,,,
Short Track Racing: Trading Paint,PS2,2009.0,Racing,0.02,0.02,0.0,0.01,,tbd,E
Antz Extreme Racing,PS2,2002.0,Racing,0.02,0.02,0.0,0.01,31.0,5,E
Superstars V8 Racing,PS3,2009.0,Racing,0.0,0.02,0.0,0.01,66.0,4.9,E
Valentino Rossi: The Game,XOne,2016.0,Racing,0.01,0.02,0.0,0.0,74.0,8.1,E
GTR Evolution,PC,2008.0,Racing,0.0,0.02,0.0,0.0,83.0,8.2,E
GRID Autosport,PC,2014.0,Racing,0.0,0.02,0.0,0.0,78.0,6.2,E
Moto Racer DS,DS,2008.0,Racing,0.0,0.02,0.0,0.0,73.0,tbd,E
DiRT,PC,2007.0,Racing,0.0,0.02,0.0,0.0,84.0,7.3,E
GT Legends,PC,2005.0,Racing,0.0,0.02,0.0,0.0,84.0,8.6,E
Test Drive Unlimited,PC,2007.0,Racing,0.0,0.02,0.0,0.0,79.0,8.1,T
F1 Race Stars,PC,2012.0,Racing,0.0,0.02,0.0,0.0,62.0,5.4,E
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,0.0,0.02,0.0,0.0,,8,
Fuel,PC,2009.0,Racing,0.0,0.02,0.0,0.0,67.0,6.7,E
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009.0,Racing,0.0,0.02,0.0,0.0,,,
TOCA Race Driver 3,PC,2006.0,Racing,0.0,0.02,0.0,0.0,84.0,7.8,E10+
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,0.0,0.02,0.0,0.0,,,
Ridge Racer Unbounded,PC,2012.0,Racing,0.0,0.02,0.0,0.0,72.0,6,T
Diddy Kong Racing DS,DS,2007.0,Racing,01.09,0.03,0.0,0.09,63.0,7.5,E
MX vs. ATV Unleashed,PS2,2005.0,Racing,0.86,0.03,0.0,0.14,79.0,8.4,E
Cars,Wii,2006.0,Racing,0.83,0.03,0.0,0.07,65.0,tbd,E
Burnout Revenge,PS2,2005.0,Racing,0.75,0.03,0.0,0.12,90.0,8.8,E10+
PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,0.49,0.03,0.03,0.05,,,
Excite Truck,Wii,2006.0,Racing,0.39,0.03,0.08,0.04,72.0,8.4,E
NASCAR 2000,N64,1999.0,Racing,0.49,0.03,0.0,0.0,,,
Grand Prix,2600,1981.0,Racing,0.45,0.03,0.0,0.0,,,
Cars: Race-O-Rama,PS2,2009.0,Racing,0.27,0.03,0.0,0.17,,tbd,E
ATV Offroad Fury Pro,PSP,2006.0,Racing,0.37,0.03,0.0,0.04,76.0,tbd,E
MotorStorm: Arctic Edge,PS2,2009.0,Racing,0.07,0.03,0.0,0.25,72.0,8.3,T
MX vs. ATV Reflex,PSP,2009.0,Racing,0.18,0.03,0.0,0.03,,tbd,E
Need For Speed: Undercover,DS,2008.0,Racing,0.18,0.03,0.0,0.02,59.0,6.7,E10+
Hot Wheels: Track Attack,Wii,2010.0,Racing,0.14,0.03,0.0,0.01,,tbd,E
Sega GT 2002,XB,2002.0,Racing,0.12,0.03,0.03,0.01,82.0,8.2,E
Driving Emotion Type-S,PS2,2000.0,Racing,0.04,0.03,0.11,0.01,55.0,tbd,E
Cars: Race-O-Rama,PS3,2009.0,Racing,0.14,0.03,0.0,0.02,61.0,tbd,E
Test Drive Off-Road Wide Open,XB,2001.0,Racing,0.15,0.03,0.0,0.01,64.0,8.3,E
World Driver Championship,N64,1999.0,Racing,0.14,0.03,0.0,0.0,,,
Hot Wheels World Race,GC,2003.0,Racing,0.13,0.03,0.0,0.0,59.0,7,E
Crash Tag Team Racing,GC,2005.0,Racing,0.12,0.03,0.0,0.0,66.0,7.3,E10+
Hydro Thunder,N64,2000.0,Racing,0.13,0.03,0.0,0.0,,,
Destruction Derby 64,N64,1999.0,Racing,0.13,0.03,0.0,0.0,,,
Konami Krazy Racers,GBA,2001.0,Racing,0.09,0.03,0.04,0.0,78.0,tbd,E
Burnout 2: Point of Impact,GC,2003.0,Racing,0.12,0.03,0.0,0.0,89.0,8.5,E
XGIII: Extreme G Racing,GC,2001.0,Racing,0.12,0.03,0.0,0.0,83.0,7.8,E
American Chopper,XB,2004.0,Racing,0.11,0.03,0.0,0.01,44.0,5.9,T
Ford Racing 2,XB,2003.0,Racing,0.11,0.03,0.0,0.01,62.0,tbd,E
Mad Dash Racing,XB,2001.0,Racing,0.11,0.03,0.0,0.01,65.0,7.7,T
L.A. Rush,XB,2005.0,Racing,0.11,0.03,0.0,0.01,59.0,3,T
OutRun 2,XB,2004.0,Racing,0.11,0.03,0.0,0.01,,,
Micro Machines 64 Turbo,N64,1999.0,Racing,0.11,0.03,0.0,0.0,,,
Rayman Arena,GC,2002.0,Racing,0.11,0.03,0.0,0.0,60.0,7.2,E
4x4 EVO 2,GC,2002.0,Racing,0.11,0.03,0.0,0.0,56.0,tbd,E
Apex,XB,2003.0,Racing,0.1,0.03,0.0,0.0,74.0,9.1,E
Spy Hunter 2,XB,2003.0,Racing,0.1,0.03,0.0,0.0,57.0,tbd,T
DreamWorks Super Star Kartz,Wii,2011.0,Racing,0.08,0.03,0.0,0.01,,tbd,E
MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,0.1,0.03,0.0,0.0,74.0,tbd,E
Shrek Smash n' Crash Racing,GC,2006.0,Racing,0.1,0.03,0.0,0.0,,3.1,E
Ben 10 Galactic Racing,DS,2011.0,Racing,0.09,0.03,0.0,0.01,,tbd,E
Sonic Riders,XB,2006.0,Racing,0.1,0.03,0.0,0.0,56.0,8.1,E
Digimon Racing,GBA,2004.0,Racing,0.09,0.03,0.0,0.0,62.0,tbd,E
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,0.09,0.03,0.0,0.0,,,
Burnout,XB,2002.0,Racing,0.09,0.03,0.0,0.0,75.0,6.6,E
DreamWorks Super Star Kartz,DS,2011.0,Racing,0.08,0.03,0.0,0.01,,tbd,E
Crash Tag Team Racing,XB,2005.0,Racing,0.09,0.03,0.0,0.0,69.0,7.8,E10+
Quantum Redshift,XB,2002.0,Racing,0.09,0.03,0.0,0.0,70.0,8.1,T
Monster Truck Madness,GBA,2003.0,Racing,0.09,0.03,0.0,0.0,75.0,tbd,E
Chase: Hollywood Stunt Driver,XB,2002.0,Racing,0.09,0.03,0.0,0.0,60.0,7.4,T
Ben 10 Galactic Racing,Wii,2011.0,Racing,0.08,0.03,0.0,0.01,,tbd,E
Cel Damage,XB,2001.0,Racing,0.09,0.03,0.0,0.0,65.0,8.4,T
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,0.09,0.03,0.0,0.0,,,
DreamWorks Super Star Kartz,3DS,2011.0,Racing,0.08,0.03,0.0,0.01,,tbd,E
DreamWorks Super Star Kartz,PS3,2011.0,Racing,0.06,0.03,0.0,0.02,,tbd,E
GT Advance 2: Rally Racing,GBA,2001.0,Racing,0.08,0.03,0.0,0.0,77.0,6,E
Banjo-Pilot,GBA,2005.0,Racing,0.07,0.03,0.0,0.0,68.0,5.9,E
Road Rash: Jailbreak,GBA,2003.0,Racing,0.07,0.03,0.0,0.0,78.0,9.3,T
Monster Jam: Maximum Destruction,GBA,2002.0,Racing,0.07,0.03,0.0,0.0,58.0,tbd,E
Running Wild,PS,1997.0,Racing,0.05,0.03,0.0,0.01,,,
Road Trip,PS2,2002.0,Racing,0.04,0.03,0.0,0.01,80.0,9,E
Porsche Challenge,PS,1997.0,Racing,0.05,0.03,0.0,0.01,,,
Freestyle Metal X,PS2,2003.0,Racing,0.04,0.03,0.0,0.01,67.0,8.3,T
Rollcage Stage II,PS,2000.0,Racing,0.05,0.03,0.0,0.01,85.0,8.9,E
IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,0.04,0.03,0.0,0.01,,tbd,E10+
Wreckin Crew,PS,1998.0,Racing,0.05,0.03,0.0,0.01,,,
S.C.A.R.S,PS,1998.0,Racing,0.05,0.03,0.0,0.01,,,
TOCA Race Driver 3,PS2,2006.0,Racing,0.04,0.03,0.0,0.01,82.0,7.2,E10+
MotoGP 14,X360,2014.0,Racing,0.04,0.03,0.0,0.01,,tbd,E
Pimp My Ride: Street Racing,PS2,2009.0,Racing,0.04,0.03,0.0,0.01,,,
Grand Prix Challenge,PS2,2002.0,Racing,0.04,0.03,0.0,0.01,76.0,9.2,E
Gadget Racers,PS2,2000.0,Racing,0.04,0.03,0.0,0.01,67.0,7.4,E
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,0.03,0.03,0.0,0.01,37.0,5.9,M
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,0.03,0.03,0.0,0.01,,,
Circuit Breakers,PS,1998.0,Racing,0.04,0.03,0.0,0.0,,,
Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,0.03,0.03,0.0,0.01,,tbd,E
Ride,PS3,2015.0,Racing,0.0,0.03,0.01,0.01,,4.8,
GRID,PC,,Racing,0.0,0.03,0.0,0.01,87.0,7.9,E
Off-Road Drive,PC,2011.0,Racing,0.0,0.03,0.0,0.0,60.0,6.4,
Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,0.0,0.03,0.0,0.01,71.0,6.2,E
Richard Burns Rally,PC,2004.0,Racing,0.0,0.03,0.0,0.01,,,
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,0.0,0.03,0.0,0.0,,,
Need for Speed (2015),PC,2016.0,Racing,0.0,0.03,0.0,0.0,,,
SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,0.0,0.03,0.0,0.01,,,
F1 2016 (Codemasters),PC,2016.0,Racing,0.0,0.03,0.0,0.0,,,
RACE On,PC,2009.0,Racing,0.0,0.03,0.0,0.01,73.0,8.2,E
DiRT Rally,PC,2016.0,Racing,0.0,0.03,0.0,0.0,86.0,8.7,E
Trials Fusion,PC,2014.0,Racing,0.0,0.03,0.0,0.0,80.0,6.8,E10+
SuperCar Challenge,PS3,2009.0,Racing,0.0,0.03,0.0,0.01,65.0,7.8,
MotoGP 15,XOne,2015.0,Racing,0.0,0.03,0.0,0.0,65.0,,
Ride,PC,2015.0,Racing,0.0,0.03,0.0,0.0,68.0,4.8,E
Cruis'n USA,N64,1996.0,Racing,1.69,0.04,0.0,0.01,,,
NASCAR 99,PS,1998.0,Racing,1.45,0.04,0.0,0.04,,,
Cars,PS2,2006.0,Racing,01.01,0.04,0.0,0.16,71.0,8.4,E
ATV Offroad Fury 3,PS2,2004.0,Racing,1.0,0.04,0.0,0.16,78.0,8.4,E
Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,0.97,0.04,0.0,0.16,85.0,8.9,E10+
NASCAR 99,N64,1998.0,Racing,0.94,0.04,0.0,0.01,,,
Cars,DS,2006.0,Racing,0.85,0.04,0.0,0.07,54.0,2.1,E
Cruis'n World,N64,1998.0,Racing,0.59,0.04,0.0,0.01,,,
Burnout Revenge,X360,2006.0,Racing,0.42,0.04,0.0,0.04,89.0,8.1,E10+
Formula 1 Championship Edition,PS,1997.0,Racing,0.06,0.04,0.23,0.02,,,
Speed Racer: The Videogame,DS,2008.0,Racing,0.28,0.04,0.0,0.03,,,
Tokyo Highway Battle,PS,1996.0,Racing,0.06,0.04,0.21,0.02,,,
Test Drive Unlimited,X360,2006.0,Racing,0.23,0.04,0.02,0.02,82.0,8,E10+
Juiced 2: Hot Import Nights,PS3,2007.0,Racing,0.18,0.04,0.01,0.03,71.0,6.4,T
Classic NES Series: Excitebike,GBA,2004.0,Racing,0.11,0.04,0.1,0.01,66.0,tbd,E
Cruis'n Exotica,N64,2000.0,Racing,0.17,0.04,0.0,0.0,,,
NASCAR Heat 2002,XB,2001.0,Racing,0.15,0.04,0.0,0.01,78.0,tbd,E
Crazy Taxi 3: High Roller,XB,2002.0,Racing,0.14,0.04,0.02,0.01,69.0,8.5,T
Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,0.15,0.04,0.0,0.01,87.0,5.3,E10+
Cars,XB,2006.0,Racing,0.15,0.04,0.0,0.01,70.0,tbd,E
Spy Hunter,GC,2002.0,Racing,0.16,0.04,0.0,0.01,71.0,tbd,T
San Francisco Rush 2049,N64,2000.0,Racing,0.16,0.04,0.0,0.0,,,
South Park Rally,N64,2000.0,Racing,0.16,0.04,0.0,0.0,,,
IHRA Drag Racing 2004,XB,2003.0,Racing,0.15,0.04,0.0,0.01,40.0,7.4,E
Big Mutha Truckers,XB,2002.0,Racing,0.15,0.04,0.0,0.01,59.0,4.3,T
Re-Volt,N64,1999.0,Racing,0.14,0.04,0.0,0.0,,,
Juiced,XB,2005.0,Racing,0.13,0.04,0.0,0.01,68.0,9.1,T
Matchbox Cross Town Heroes,GBA,2002.0,Racing,0.12,0.04,0.0,0.0,,,
FlatOut,XB,2004.0,Racing,0.12,0.04,0.0,0.01,71.0,8.2,T
Hot Wheels Velocity X,GBA,2002.0,Racing,0.12,0.04,0.0,0.0,,,
NASCAR Heat 2002,GBA,2002.0,Racing,0.12,0.04,0.0,0.0,52.0,tbd,E
F-Zero: GP Legend,GBA,2003.0,Racing,0.11,0.04,0.0,0.0,77.0,8.5,E
MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,0.11,0.04,0.0,0.0,,,
Asphalt: Urban GT 2,DS,2006.0,Racing,0.09,0.04,0.0,0.01,,6.9,E10+
LEGO Island Xtreme Stunts,GBA,2002.0,Racing,0.1,0.04,0.0,0.0,,,
Hot Wheels: World Race,GBA,2003.0,Racing,0.1,0.04,0.0,0.0,,6.2,E
DiRT 2,DS,2009.0,Racing,0.06,0.04,0.0,0.01,73.0,tbd,E
Crime Killer,PS,1998.0,Racing,0.07,0.04,0.0,0.01,,,
Mobil 1 Rally Championship,PS,2000.0,Racing,0.07,0.04,0.0,0.01,,,
F1 2002,PS2,2002.0,Racing,0.05,0.04,0.02,0.01,81.0,6.4,E
F1 Racing Championship,PS,2000.0,Racing,0.06,0.04,0.0,0.01,,,
Smash Cars,PS2,2003.0,Racing,0.06,0.04,0.0,0.01,67.0,9,E
NASCAR 07,PS2,2006.0,Racing,0.06,0.04,0.0,0.01,68.0,8.9,E
Tyco RC: Assault with a Battery,PS,1999.0,Racing,0.06,0.04,0.0,0.01,,,
Felony 11-79,PS,1997.0,Racing,0.06,0.04,0.0,0.01,,,
FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,0.06,0.04,0.0,0.01,,,
Woody Woodpecker Racing,PS,1999.0,Racing,0.06,0.04,0.0,0.01,46.0,,E
Total Immersion Racing,PS2,2002.0,Racing,0.05,0.04,0.0,0.01,59.0,tbd,E
F1 Career Challenge,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,70.0,7.7,E
Motocross Mania 3,PS2,2004.0,Racing,0.05,0.04,0.0,0.01,,,T
Freaky Flyers,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,66.0,tbd,T
Vanishing Point,PS,2001.0,Racing,0.06,0.04,0.0,0.01,68.0,tbd,E
Micro Machines V3,PS,1997.0,Racing,0.06,0.04,0.0,0.01,,,
The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,0.05,0.04,0.0,0.01,,,
MotoGP 07,PS2,2007.0,Racing,0.05,0.04,0.0,0.01,62.0,9.1,E
Global Touring Challenge: Africa,PS2,2001.0,Racing,0.05,0.04,0.0,0.01,64.0,tbd,E
Shox,PS2,2002.0,Racing,0.05,0.04,0.0,0.01,78.0,tbd,E
Speed Kings,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,61.0,7.8,E
Driver: Renegade,3DS,2011.0,Racing,0.05,0.04,0.0,0.01,48.0,5,M
Blur,PC,2010.0,Racing,0.01,0.04,0.0,0.01,81.0,7.4,E10+
MotorStorm RC,PSV,2012.0,Racing,0.0,0.04,0.0,0.01,78.0,6.8,E
